Node1,Node2
away,earth
friend,claimed
claimed,someone
someone,discovered
discovered,ketchup
ketchup,leaf
leaf,bottle
bottle,measured
measured,speed
speed,25
25,mile
mile,per
per,year
friend,claimed
claimed,someone
someone,discovered
discovered,strawberry
strawberry,known
known,fruit
fruit,grow
grow,seed
seed,externally
friend,mentioned
mentioned,someone
someone,revealed
revealed,average
average,human
human,child
child,developing
developing,body
body,300
300,bone
bone,adulthood
adulthood,206
friend,mentioned
mentioned,someone
someone,revealed
revealed,making
making,emotional
emotional,facial
facial,expression
expression,prompt
prompt,human
human,emotion
friend,mentioned
mentioned,someone
someone,revealed
revealed,new
new,island
island,formed
formed,volcano
volcano,sea
sea,everyday
friend,mentioned
mentioned,someone
someone,revealed
revealed,dubai
dubai,island
island,created
created,human
friend,mentioned
mentioned,someone
someone,revealed
revealed,7100
7100,island
island,philippine
friend,mentioned
mentioned,someone
someone,revealed
revealed,number
number,business
business,allowing
allowing,employee
employee,bring
bring,pet
pet,workplace
workplace,grown
grown,6
6,worldwide
friend,mentioned
mentioned,someone
someone,revealed
revealed,average
average,british
british,driver
driver,spend
spend,around
around,99
99,day
day,life
life,stuck
stuck,traffic
friend,mentioned
mentioned,someone
someone,revealed
revealed,first
first,electric
electric,vehicle
vehicle,created
created,1832
friend,mentioned
mentioned,someone
someone,revealed
revealed,car
car,radio
radio,first
first,introduced
introduced,1922
friend,mentioned
mentioned,someone
someone,revealed
revealed,99
99,individual
individual,denmark
denmark,ireland
ireland,united
united,arab
arab,emirate
emirate,internet
internet,access
friend,mentioned
mentioned,someone
someone,revealed
revealed,longest
longest,recorded
recorded,cricket
cricket,match
match,lasted
lasted,14
14,day
friend,mentioned
mentioned,someone
someone,revealed
revealed,1920
1920,last
last,time
time,event
event,tug
tug,war
war,played
played,summer
summer,olympics
friend,mentioned
mentioned,someone
someone,revealed
revealed,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
friend,mentioned
mentioned,someone
someone,revealed
revealed,london
london,england
england,world
world,oldest
oldest,subway
subway,system
friend,mentioned
mentioned,someone
someone,revealed
revealed,cheetah
cheetah,fastest
fastest,land
land,animal
animal,earth
friend,mentioned
mentioned,someone
someone,revealed
revealed,shark
shark,glow
glow,dark
friend,mentioned
mentioned,someone
someone,revealed
revealed,volcano
volcano,olympus
olympus,mon
mon,mar
mar,3
3,time
time,taller
taller,mount
mount,everest
friend,mentioned
mentioned,someone
someone,revealed
revealed,jupiter
jupiter,moon
friend,mentioned
mentioned,someone
someone,revealed
revealed,single
single,day
day,venus
venus,take
take,243
243,earth
earth,day
friend,mentioned
mentioned,someone
someone,revealed
revealed,pluto
pluto,could
could,theoretically
theoretically,sustain
sustain,life
friend,mentioned
mentioned,someone
someone,revealed
revealed,mar
mar,running
running,water
friend,mentioned
mentioned,someone
someone,revealed
revealed,season
season,reindeer
reindeer,eye
eye,change
change,color
friend,mentioned
mentioned,someone
someone,revealed
revealed,avocado
avocado,never
never,ripen
ripen,still
still,attached
attached,tree
friend,mentioned
mentioned,someone
someone,revealed
revealed,australia
australia,number
number,venomous
venomous,snake
snake,worldwide
friend,mentioned
mentioned,someone
someone,revealed
revealed,crocodile
crocodile,cannot
cannot,stick
stick,tongue
friend,mentioned
mentioned,someone
someone,revealed
revealed,artificial
artificial,banana
banana,flavoring
flavoring,based
based,extinct
extinct,banana
banana,type
friend,mentioned
mentioned,someone
someone,revealed
revealed,ancient
ancient,egyptian
egyptian,slept
slept,pillow
pillow,made
made,stone
friend,mentioned
mentioned,someone
someone,revealed
revealed,people
people,currently
currently,alive
alive,7
7,total
total,number
number,people
people,ever
ever,lived
friend,mentioned
mentioned,someone
someone,revealed
revealed,japan
japan,considered
considered,good
good,luck
luck,sumo
sumo,wrestler
wrestler,make
make,baby
baby,cry
friend,mentioned
mentioned,someone
someone,revealed
revealed,armadillo
armadillo,bulletproof
bulletproof,shell
friend,mentioned
mentioned,someone
someone,revealed
revealed,espresso
espresso,maker
maker,sent
sent,space
friend,mentioned
mentioned,someone
someone,revealed
revealed,first
first,commercial
commercial,airplane
airplane,flight
flight,lasted
lasted,23
23,minute
friend,mentioned
mentioned,someone
someone,revealed
revealed,one
one,armed
armed,player
player,scored
scored,winning
winning,goal
goal,first
first,soccer
soccer,tournament
tournament,world
world,cup
cup,1930
friend,mentioned
mentioned,someone
someone,revealed
revealed,human
human,eyeball
eyeball,grow
grow,change
change,size
size,age
friend,mentioned
mentioned,someone
someone,revealed
revealed,smelling
smelling,green
green,apple
apple,help
help,weight
weight,loss
friend,mentioned
mentioned,someone
someone,revealed
revealed,successful
successful,predator
predator,wild
wild,dog
friend,mentioned
mentioned,someone
someone,revealed
revealed,world
world,largest
largest,pyramid
pyramid,cannot
cannot,found
found,egypt
friend,mentioned
mentioned,someone
someone,revealed
revealed,two
two,teeth
teeth,different
different,people
people,ever
ever,alike
friend,mentioned
mentioned,someone
someone,revealed
revealed,sea
sea,otter
otter,born
born,unable
unable,swim
friend,mentioned
mentioned,someone
someone,revealed
revealed,deck
deck,card
card,king
king,heart
heart,king
king,without
without,mustache
friend,mentioned
mentioned,someone
someone,revealed
revealed,baby
baby,octopus
octopus,size
size,flea
friend,mentioned
mentioned,someone
someone,revealed
revealed,dwarf
dwarf,planet
planet,pluto
pluto,named
named,11
11,year
year,old
old,girl
friend,mentioned
mentioned,someone
someone,revealed
revealed,366
366,dimple
dimple,regulation
regulation,golf
golf,ball
friend,reported
reported,someone
someone,revealed
revealed,austrian
austrian,physicist
physicist,erwin
erwin,schrödinger
schrödinger,allergic
allergic,cat
friend,reported
reported,someone
someone,revealed
revealed,earth
earth,day
day,getting
getting,longer
longer,time
time,due
due,orbital
orbital,expansion
friend,reported
reported,someone
someone,revealed
revealed,new
new,island
island,formed
formed,volcano
volcano,sea
sea,everyday
friend,reported
reported,someone
someone,revealed
revealed,iceland
iceland,growing
growing,5
5,centimeter
centimeter,per
per,year
friend,reported
reported,someone
someone,revealed
revealed,canada
canada,lake
lake,world
friend,reported
reported,someone
someone,revealed
revealed,business
business,owned
owned,woman
woman,men
men,2045
friend,reported
reported,someone
someone,revealed
revealed,highest
highest,total
total,mileage
mileage,clocked
clocked,single
single,car
car,2850000
2850000,million
million,mile
friend,reported
reported,someone
someone,revealed
revealed,recorded
recorded,song
song,history
history,summertime
summertime,written
written,george
george,gershwin
gershwin,dorothy
dorothy,heyward
friend,reported
reported,someone
someone,revealed
revealed,harmonica
harmonica,best
best,selling
selling,musical
musical,instrument
friend,reported
reported,someone
someone,revealed
revealed,japanese
japanese,word
word,karaoke
karaoke,come
come,phrase
phrase,meaning
meaning,empty
empty,orchestra
friend,reported
reported,someone
someone,revealed
revealed,watched
watched,summer
summer,olympics
olympics,event
event,past
past,20
20,year
year,gymnastics
friend,reported
reported,someone
someone,revealed
revealed,1920
1920,last
last,time
time,event
event,tug
tug,war
war,played
played,summer
summer,olympics
friend,reported
reported,someone
someone,revealed
revealed,kite
kite,flying
flying,professional
professional,sport
sport,thailand
friend,reported
reported,someone
someone,revealed
revealed,starting
starting,1990
1990,american
american,basketball
basketball,player
player,michael
michael,jordan
jordan,chicago
chicago,bull
bull,never
never,three
three,game
game,losing
losing,streak
streak,eight
eight,year
friend,reported
reported,someone
someone,revealed
revealed,longest
longest,commercial
commercial,flight
flight,history
history,took
took,around
around,30
30,hour
friend,reported
reported,someone
someone,revealed
revealed,biggest
biggest,passenger
passenger,bus
bus,world
world,operates
operates,brazil
friend,reported
reported,someone
someone,revealed
revealed,shanghai
shanghai,china
china,world
world,longest
longest,subway
subway,system
friend,reported
reported,someone
someone,revealed
revealed,london
london,england
england,world
world,oldest
oldest,subway
subway,system
friend,reported
reported,someone
someone,revealed
revealed,reindeer
reindeer,grow
grow,new
new,antler
antler,every
every,year
friend,reported
reported,someone
someone,revealed
revealed,5
5,dwarf
dwarf,planet
planet,recognized
recognized,solar
solar,system
friend,reported
reported,someone
someone,revealed
revealed,mar
mar,running
running,water
friend,reported
reported,someone
someone,revealed
